EventID,AssignmentID,SubjectID,EventType,EditType,X-CodeState,X-ElapsedTime,X-Intervene,X-Why,X-How
2351940,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }",137,D,semantic,
2351942,A81,S323,File.Edit,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  ",138,,,
2351947,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else ",139,,,
2351950,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if ",140,,,
2351951,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (",141,,,
2351958,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku ",143,,,
2351961,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == ",144,,,
2351962,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0",144,,,
2351964,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) ",146,,,
2351966,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
",147,,,
2351967,A81,S323,File.Edit,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
    ",147,,,
2351977,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
    print",150,,,
2351977,A81,S323,File.Edit,delete,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
    ",150,,,
2351981,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
    re",151,,,
2351981,A81,S323,File.Edit,delete,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
    ",151,,,
2351982,A81,S323,File.Edit,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   ",151,,,
2351989,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return ",152,,,
2351994,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print",153,,,
2351995,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print(",153,,,
2352003,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!'",159,,,
2352004,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!')",160,,,
2352007,A81,S323,File.Edit,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
    ",161,,,
2352006,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
",161,,,
2352010,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }",162,,,
2352012,A81,S323,File.Edit,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  ",162,,,
2352017,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else ",164,,,
2352020,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if ",167,,,
2352021,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (",167,,,
2352026,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku ",168,,,
2352028,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < ",169,,,
2352031,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0",170,,,
2352033,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) ",171,,,
2352035,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
",172,,,
2352036,A81,S323,File.Edit,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    ",172,,,
2352043,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return ",174,,,
2352050,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print",176,,,
2352051,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print(",176,,,
2352074,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!'",181,,,
2352075,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!')",182,,,
2352077,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
",182,,,
2352078,A81,S323,File.Edit,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
    ",182,,,
2352081,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }",183,,,
2352083,A81,S323,File.Edit,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }
  ",185,,,
2352085,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }
}",186,Y,subgoal,"The if statements are correct now. You are not far from the solution. You just need to remove the ""print"" function calls in order to return the  proper string literal instead of printing it."
2352086,A81,S323,File.Run,init,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }
}",189,,,
2352087,A81,S323,File.Submit,init,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }
}",208,D,semantic,"The print function displays a message to the string -- it doesn't have a return value. So if you ""return print <something>"", you'll see the value ""null"" returned. There isn't a return value from print, so what is returned is explicitly ""nothing"". Try to print only in main and to return a string from your function instead."
2351157,A81,S323,File.Init,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }
}",208,,,
2351157,A81,S323,File.Init,init,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }
}",208,,,
2351159,A81,S323,File.Edit,delete,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return { print('Positiivinen!');
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }
}",362,,,
2351161,A81,S323,File.Edit,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return { print('Positiivinen!');
          
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }
}",365,,,
2351164,A81,S323,File.Edit,paste,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return { print('Positiivinen!');
         }
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }
}",366,,,
2351176,A81,S323,File.Edit,paste,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
}

selitys(luku) {
  if (luku > 0) {
  return { print('Positiivinen!')
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }
}",382,D,trial,
2351180,A81,S323,File.Edit,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  if (luku > 0) {
  return { print('Positiivinen!')
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }
}",448,,,
2351183,A81,S323,File.Edit,delete,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  if (luku > 0) {
  returnprint('Positiivinen!')
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }
}",464,,,
2351184,A81,S323,File.Edit,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!')
  }
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }
}",465,,,
2351189,A81,S323,File.Edit,delete,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  if (luku > 0) {
  return print('Positiivinen!'
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }
}",469,,,
2351190,A81,S323,File.Edit,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  if (luku > 0) {
  return  print('Positiivinen!'
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }
}",475,,,
2351193,A81,S323,File.Edit,paste,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  return  print('Positiivinen!'
  else if (luku == 0) {
   return print('Nolla!');
  }
  else if (luku < 0) {
    return print('Negatiivinen!');
  }
}",511,Y,backward,"You had the conditions mapped correctly to the proper strings. The only problem is that you are returning not the strings, but the return value of a print function call, which is null. Try going back to your working if conditionals and merely remove the ""print""'s in the function ""selitys"" so that you return the strings."
2351197,A81,S323,File.Edit,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  ",519,,,
2351196,A81,S323,File.Edit,paste,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
",519,,,
2351204,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  return ",520,,,
2351208,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  return luku",522,,,
2351210,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  return luku;
",523,,,
2351211,A81,S323,File.Edit,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  return luku;
  ",523,,,
2351213,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  return luku;
}",524,,,
2351214,A81,S323,File.Run,init,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  return luku;
}",529,,,
2351217,A81,S323,File.Edit,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  return luku;
   
}",554,,,
2351221,A81,S323,File.Edit,insert,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  return luku;
   if
}",557,,,
2351221,A81,S323,File.Edit,delete,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  return luku;
   
}",557,,,
2351222,A81,S323,File.Edit,format,"main() {
  print(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  return luku;
  
}",558,,,
2351223,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
  print(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  return luku;
  
}",704,D,backward,"Could you pause and consider why are you removing prints from the main function? We think you should keep them there. Then you'll see what the return values are from the function ""selitys"" when you run the program. In the ""selitys"" function, you won't need to print anything. In this task you need to *return* and not *print* values in the function ""selitys""."
2351224,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
(selitys(0));
  print(selitys(14));
  
  
}

selitys(luku) {
  return luku;
  
}",707,,,
2351225,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
  
}",710,,,
2351229,A81,S323,File.Edit,format,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
  
  
  
}",713,,,
2351231,A81,S323,File.Edit,insert,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
  
  «
  
}",716,,,
2351231,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
  
  
  
}",716,,,
2351233,A81,S323,File.Edit,insert,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
  
  «
  
}",719,,,
2351233,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
  
  
  
}",719,,,
2351236,A81,S323,File.Edit,format,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
  
  
 
  
}",731,,,
2351240,A81,S323,File.Edit,paste,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else if (luku == 0) {
    print('Nolla!');
  }
  else if(luku < 0); {
    print(Negatiivinen!');
    }
 
  
}",746,,,
2351241,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else if (luku == 0) {
    print('Nolla!');
  }
  else if(luku < 0) {
    print(Negatiivinen!');
    }
 
  
}",757,D,logical,"You've got the conditions right again. All you need now is to return the values. If you swap your prints with returns in the function selitys -- don't return the print but return the literal, e.g. "" return ""Nolla!"" "" – you're all done."
2351251,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else if (luku == 0) {
    print('Nolla!');
  }
  else if(luku < 0) {
    print(Negatiivinen!');

}",795,,,
2351256,A81,S323,File.Edit,insert,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else if (luku == 0) {
    print('Nolla!');
  }
  else if(luku < 0) {
    print(Negatiivinen!');
}
}",806,,,
2351257,A81,S323,File.Run,init,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else if (luku == 0) {
    print('Nolla!');
  }
  else if(luku < 0) {
    print(Negatiivinen!');
}
}",807,,,
2351258,A81,S323,File.Submit,init,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else if (luku == 0) {
    print('Nolla!');
  }
  else if(luku < 0) {
    print(Negatiivinen!');
}
}",813,,,
2351689,A81,S323,File.Init,init,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else if (luku == 0) {
    print('Nolla!');
  }
  else if(luku < 0) {
    print(Negatiivinen!');
}
}",813,,,
2351689,A81,S323,File.Init,format,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else if (luku == 0) {
    print('Nolla!');
  }
  else if(luku < 0) {
    print(Negatiivinen!');
}
}",813,,,
2351691,A81,S323,File.Edit,insert,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else if (luku == 0) {
    print('Nolla!');
  }
  else if(luku < 0) {
    print(Negatiivinen);
}
}",836,,,
2351691,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else if (luku == 0) {
    print('Nolla!');
  }
  else if(luku < 0) {
    print(Negatiivinen);
}
}",836,,,
2351692,A81,S323,File.Edit,insert,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else if (luku == 0) {
    print('Nolla!');
  }
  else if(luku < 0) {
    print(Negatiivinen!);
}
}",837,,,
2351693,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else if (luku == 0) {
    print('Nolla!');
  }
  else if(luku < 0) {
    print(Negatiivinen!');
}
}",841,,,
2351695,A81,S323,File.Edit,insert,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else if (luku == 0) {
    print('Nolla!');
  }
  else if(luku < 0) {
    print(Negatiivinen);
}
}",849,,,
2351695,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else if (luku == 0) {
    print('Nolla!');
  }
  else if(luku < 0) {
    print(Negatiivinen);
}
}",849,,,
2351696,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else if (luku == 0) {
    print('Nolla!');
  }
  else if(luku < 0) {
    print(Negatiivinen');
}
}",850,,,
2351699,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else (luku == 0) {
    print('Nolla!');
  }
  else if(luku < 0) {
    print(Negatiivinen');
}
}",862,D,trial,
2351703,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else (luku == 0) {
    print('Nolla!');
  }
  else (luku < 0) {
    print(Negatiivinen');
}
}",866,,,
2351705,A81,S323,File.Edit,insert,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else (luku == 0) {
    print('Nolla!');
  }
  {else (luku < 0) {
    print(Negatiivinen');
}
}",878,,,
2351705,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else (luku == 0) {
    print('Nolla!');
  }
  else (luku < 0) {
    print(Negatiivinen');
}
}",878,,,
2351708,A81,S323,File.Edit,insert,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else (luku == 0) {
    print('Nolla!');
  }
} else (luku < 0) {
    print(Negatiivinen');
}
}",880,,,
2351712,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else (luku == 0) {
    print('Nolla!');
} else (luku < 0) {
    print(Negatiivinen');
}
}",890,,,
2351713,A81,S323,File.Run,init,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else (luku == 0) {
    print('Nolla!');
} else (luku < 0) {
    print(Negatiivinen');
}
}",898,,,
2351713,A81,S323,File.Run,format,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return luku;
     if (luku > 0) {
   print('Positiivinen!');
 }
  else (luku == 0) {
    print('Nolla!');
} else (luku < 0) {
    print(Negatiivinen');
}
}",898,,,
2351718,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return 
     if (luku > 0) {
   print('Positiivinen!');
 }
  else (luku == 0) {
    print('Nolla!');
} else (luku < 0) {
    print(Negatiivinen');
}
}",922,,,
2351726,A81,S323,File.Edit,format,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return if (luku > 0) {
   print('Positiivinen!');
 }
  else (luku == 0) {
    print('Nolla!');
} else (luku < 0) {
    print(Negatiivinen');
}
}",926,,,
2351728,A81,S323,File.Edit,paste,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return { if (luku > 0) {
   print('Positiivinen!');
 }
  else (luku == 0) {
    print('Nolla!');
} else (luku < 0) {
    print(Negatiivinen');
}
}",940,,,
2351732,A81,S323,File.Edit,delete,"main() {
(selitys(-20));
(selitys(0));
(selitys(14));
  
  
}

selitys(luku) {
  return { if (luku > 0) {
   print('Positiivinen!'
 }
  else (luku == 0) {
    print('Nolla!');
} else (luku < 0) {
    print(Negatiivinen');
}
}",954,,,
